product_number,category_name,deparment_name,manufacturer_name,upc,sku,regular_price,sale_price,description
960-000733,Webcams,PHOTO/COMMODITIES,Logitech,97855074805,2588445,59.99,59.99,Video capture up to 1920 x 1080 pixels Still image capture up to 2.0MP Integrated microphone USB connectivity
8281B001,Printer Ink,PHOTO/COMMODITIES,Canon,13803215564,2638041,22.99,22.99,Compatible with select Canon Printers
8279B001,Printer Ink,PHOTO/COMMODITIES,Canon,13803215533,2638069,17.99,17.99,Compatible with select Canon Printers
MHK03LL/A,iMac,COMPUTERS,Apple,194252160008,2680446,1099.99,1099.99,iMac with Retina display available at Best Buy. Total package. Perfect fit.
COMPANION 20,Computer Speakers,COMPUTERS,Bose,17817551021,2683194,249.99,249.99,"Compatible with most desktops, laptops and tablets; TrueSpace&#174; stereo digital processing circuitry; advanced port design and driver; control pod with dual inputs"
GH24NSB0,Internal DVD Drives,COMPUTERS,LG,58231310764,2691169,39.99,39.99,SATA interface; buffer underrun protection; up to 24x DVD&#177;R write speeds; up to 48x CD-R write speeds
RTN12D1,Wireless Routers,COMPUTERS,ASUS,886227335503,2693443,50.99,37.99,Up to 300 Mbps data transfer ratesDMZ portIPv6 supportAccess Point operational mode
CB436D,Printer Ink,PHOTO/COMMODITIES,HP,886111124862,2701716,158.99,158.99,"Yields up to 2,000 pagesCompatible with select HP Printers"
CB435D,Printer Toner,PHOTO/COMMODITIES,HP,886111124855,2730169,136.99,136.99,"Compatible with HP LaserJet 1000 series P1005 and P1006 printers; black toner; yields up to 1,500 standard pages per cartridge"
WN3000RP-100NAS,Wi-Fi Extenders,COMPUTERS,NETGEAR,606449076936,2733324,54.99,54.99,"Compatible with most wireless (802.11b/g/n) routers; extends wireless network coverage; Ethernet port; mixed mode, WEP, WPA-PSK and WPA2-PSK security standards"
HDMIDVIMM6,Monitor & Video Cables,ACCESSORIES,StarTech.com,65030809597,2780053,16.99,16.99,HDMI to DVI-D jacks; 6' length
HGTV ULTIMATE,Home & Landscape Design,COMPUTER SOFTWARE,Nova,400028174583,2817458,79.99,79.99,Design the home of your dream
63004,Gaming Mouse Pads,COMPUTERS,SteelSeries,813810010424,2822575,9.99,9.99,"12.6"" x 11.22"""
CMSA8GX3M2A1066C7,Laptop Memory,COMPUTERS,CORSAIR,843591013857,2824528,34.99,34.99,"Designed for Apple&#174; iMac&#174;, MacBook&#174; and MacBook Pro; 8GB of DDR3 SoDIMM; 1.0GHz operating speed; improves performance and reliability"
MB168B,All Monitors,COMPUTERS,ASUS,886227483631,2882659,145.99,145.99,"ASUS 15.6"" LED HD Monitor: 11 ms response time; 500:1 contrast ratio; 200 nits brightness; 1366 x 768 maximum resolution; 90-degree horizontal and 65-degree vertical viewing angles; USB-powered"
EPSON BLACK & COMBO PK  T20012,Printer Ink,PHOTO/COMMODITIES,Epson,10343901407,2888971,39.99,39.99,"Compatible with select Epson WF and XP printers; cyan, magenta, yellow and black ink; DURABrite technology"
EPSON BLACK INK DUAL PK  T2001,Printer Ink,PHOTO/COMMODITIES,Epson,10343901063,2888999,25.99,25.99,"Compatible with select Epson WF and XP printers; black ink; DURABrite technology; smudge-, fade- and water-resistant formula; 2-pack"
VX2252MH,All Monitors,COMPUTERS,ViewSonic,766907734218,2893867,109.99,109.99,"VIEWSONIC 21.5"" LED HD Monitor: 2 ms response time; 50,000,000:1 MEGA dynamic contrast ratio (1000:1 typical); 250 nits brightness; 1920 x 1080 resolution; 178-degree vertical and horizontal viewing angles; HDMI, DVI-D and RGB inputs; two 2W speakers"
VX2452MH,All Monitors,COMPUTERS,ViewSonic,766907734416,2893912,129.99,129.99,"VIEWSONIC 23.6"" LED HD Monitor: 2 ms response time; 50,000,000:1 MEGA dynamic contrast ratio (1000:1 typical); 300 nits brightness; 1920 x 1080 resolution; 160-degree vertical and 170-degree horizontal viewing angles; HDMI, DVI-D and VGA inputs"
VG2039M-LED,All Monitors,COMPUTERS,ViewSonic,766907688313,2893921,119.99,119.99,"VIEWSONIC 19.5"" LED Monitor: 5 ms response time; 20,000,000:1 dynamic contrast ratio (1000:1 typical); 250 nits brightness; 1600 x 900 resolution; 160-degree vertical and 170-degree horizontal viewing angles; DisplayPort, DVI-D and VGA inputs"
LC1032PK,Printer Ink,PHOTO/COMMODITIES,Brother,12502636045,2925266,45.99,41.99,Yields up to 600 pagesCompatible with select Brother printers
U324-010,USB Cables & Adapters,ACCESSORIES,Tripp Lite,37332158093,2953798,22.1,9.99,Connects devices with compatible USB 2.0 and USB 3.0 connectors and interfaces; extends your USB cable; data transfer rates up to 5 Gbps; 10' length
8278B001,Printer Ink,PHOTO/COMMODITIES,Canon,13803215519,2958184,25.99,25.99,Compatible with Canon PIXMA MG2420 all-in-one printers
8280B001,Printer Ink,PHOTO/COMMODITIES,Canon,13803215540,2958193,29.99,29.99,Compatible with select Canon All-in-One printers
VN279Q,All Monitors,COMPUTERS,ASUS,886227469437,2968184,199,199,"ASUS 27"" LED HD Monitor: 5 ms response time; 100,000,000:1 contrast ratio; 300 nits brightness; 1920 x 1080 resolution; 178-degree viewing angles; HDMI, VGA, headphone and microphone ports; multiscreen capability; security lock"
97471,Wireless & Bluetooth Mice,COMPUTERS,Verbatim,23942974710,2969104,20.99,14.99,Optical technology; 2.4GHz wireless technology
980-000800,Computer Speakers,COMPUTERS,Logitech,97855100528,3001006,24.99,24.99,Compatible with most audio devices with a 3.5mm output; 10W peak power (5W x 2); fingertip control; tone control wheel; auxiliary input; headphone jack
CN049AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609635,3031857,32.99,32.99,Compatible with select HP Officejet Pro printers; black ink
CN050AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609642,3031911,24.99,24.99,"Compatible with HP Officejet Pro 8600 e-All-in-One Series CM750A, CM749A and CN577A models; cyan ink"
CN045AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609680,3031975,44.99,44.99,Black - Inkjet - 2300 Page - 1 Each
CN051AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609659,3031984,24.99,24.99,Compatible with select HP Officejet Pro printers; magenta ink
CR314FN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609673,3032019,69.99,69.99,Compatible with select HP Officejet Pro models; cyan inkjet cartridge; yellow inkjet cartridge; magenta inkjet cartridge
6384B002,Printer Ink,PHOTO/COMMODITIES,Canon,13803150216,3044394,21.99,21.99,Compatible with select Canon PIXMA printers
P-FD16GTBAT4-GE,USB Flash Drives,DTS,PNY,751492581606,3055058,9.99,9.99,"For PC, MacSliding collar with capless designIntegrated loop"
EX6100-100NAS,Wi-Fi Extenders,COMPUTERS,NETGEAR,606449100730,3055085,74.99,74.99,Compatible with most 802.11a/b/g/n/ac Wi-Fi routers and gateways; delivers dual-band Wi-Fi at speeds up to 750 Mbps; FastLane technology; 2 Wi-Fi modes; 10/100/1000 Mbps Gigabit Ethernet port
WD2003FZEX,Internal Hard Drives,COMPUTERS,WD,718037810553,3055346,119.99,119.99,WD Black 2TB Internal Serial ATA Hard Drive (OEM/Bare Drive): Serial ATA interface; StableTrac technology; HRC (High Resolution Controller); NoTouch Ramp Load and Corruption Protection technologies; data transfer rates up to 6 Gbps; 64MB cache buffer
WD1003FZEX,Internal Hard Drives,COMPUTERS,WD,718037786469,3055382,72.99,72.99,Serial ATA interface; StableTrac; S.M.A.R.T.; no-touch ramp load; data transfer rates up to 768MB/sec.
1023456,PC Add-Ons,INTERACTIVE SOFTWARE,No manufacturer,400030980646,3098064,19.99,19.99,Venture into the deep woods to explore the all-new destination
CE390A,Printer Toner,PHOTO/COMMODITIES,HP,884962517758,3100161,192.99,192.99,"Yields up to 10,000 pagesCompatible with select HP LaserJet Enterprise Printers"
920-003051,Wireless & Bluetooth Keyboards,COMPUTERS,Logitech,97855073358,3106271,29.99,19.99,Compatible with PC; advanced 2.4GHz wireless technology; Unifying receiver; 8 hot keys; UV ray-resistant keys; full-size keyboard layout; spill-resistant design; plug-and-play setup
12A1970,Printer Ink,PHOTO/COMMODITIES,Lexmark,734646120623,3122677,41.99,19.99,LEXMARK 70 BLACK INKJET CARTRIDGE
IOL900800F005,Maintenance Software,COMPUTER SOFTWARE,iolo technologies,813279006877,3140404,44.99,44.99,Keep your PC running like new
LC209BK,Printer Ink,PHOTO/COMMODITIES,Brother,12502638629,3154373,39.99,35.99,Yields up to 2400 pagesCompatible with select Brother Printers
LC-71BKS,Printer Ink,PHOTO/COMMODITIES,Brother,12502628903,3182791,16.99,16.99,"Compatible with Brother MFC-J280W, 430W, 435W 625DW, 825DW and 835DW inkjet printers; black ink; 300-page yield per cartridge"
LC-713PKS,Printer Ink,PHOTO/COMMODITIES,Brother,12502630173,3182937,31.49,31.49,"Compatible with Brother MFC-J280W, 430W, 435W 625DW, 825DW and 835DW inkjet printers; yellow, cyan and magenta ink; 300-page yield per cartridge"
LC-75BKS,Printer Ink,PHOTO/COMMODITIES,Brother,12502627463,3182955,28.99,28.99,"Compatible with Brother MFC-J280W, 430W, 435W 625DW, 825DW, 835DW, 6510DW, 6710DW and 6910DW inkjet printers; black ink; 600-page yield per cartridge"
LC-753PKS,Printer Ink,PHOTO/COMMODITIES,Brother,12502628453,3182964,47.99,47.99,"Compatible with Brother MFC-J280W, 430W, 435W 625DW, 825DW, 835DW, 6510DW, 6710DW and 6910DW inkjet printers; yellow, cyan and magenta ink; 600-page yield per cartridge"
P-FD128TBAT4-GE,USB Flash Drives,DTS,PNY,751492581637,3198009,34.99,17.99,"Data transfer rates up to 115MB/sec.For PC, MacSliding collar with capless designIntegrated loop"
VG939SM,All Monitors,COMPUTERS,ViewSonic,766907769012,3217031,169.99,169.99,"VIEWSONIC 19"" IPS LED HD Monitor: 14 ms response time; 20,000,000:1 dynamic contrast ratio; 250 nits brightness; 1280 x 1024 resolution; 178-degree horizontal and vertical viewing angles"
S042174,Photo-Quality Paper,PHOTO/COMMODITIES,Epson,10343866416,3278172,26.99,13.49,"Compatible with most ink jet printers; designed for photo printing; 4"" x 6""; 100 sheets of paper; fade-resistant; instant-dry design"
KP501E2,Tablet Stylus Pens,COMPUTERS,Wacom,753218993403,3333591,69.95,69.95,Compatible with select Wacom graphic tablets; professional design and durable construction; 2nd-generation Wacom tip sensor; pressure-sensitive eraser; contoured grip pad; 2 programmable side-switch buttons; battery-free functionality
T125120-BCS,Printer Ink,PHOTO/COMMODITIES,Epson,10343876293,3387154,55.99,55.99,Compatible with select Epson printers
112000,Multipurpose Paper,PHOTO/COMMODITIES,HP,764025930000,3412676,8.99,8.99,"Letter - 8.5"" x 11"" - 20lb - Smooth - 92 GE/102 ISO (D65) Brightness"
910-002533,Wireless & Bluetooth Mice,COMPUTERS,Logitech,97855077097,3435677,24.99,24.99,Laser technology; side-to-side scrolling; zoom; 3 standard buttons; programmable back/forward buttons; wireless technology; USB connectivity
910-002696,Ergonomic Mice,COMPUTERS,Logitech,97855080929,3435868,24.99,24.99,Advanced optical technology; contoured design with 3 buttons; soft rubber grips; smart sleep mode; unifying receiver connects up to 6 compatible devices
981-000341,Computer Headsets,PHOTO/COMMODITIES,Logitech,97855076816,3436118,39.99,39.99,Compatible with most devices with a USB port; on-ear controls; laser-tuned drivers; stereo sound; noise-canceling microphone; 33' wireless range; adjustable headband
981-000337,Computer Headsets,PHOTO/COMMODITIES,Logitech,97855076809,3436994,79.99,79.99,"Compatible with PC, most tablets and smartphones; Bluetooth connectivity; on-ear controls; laser-tuned drivers; built-in equalizer; noise-canceling microphone; 40' wireless range; padded headband"
65-089-27,USB Cables & Adapters,MAGNOLIA HOME THEATR,AudioQuest,92592086630,3441005,449.95,449.95,"AUDIOQUEST Carbon 16.4' USB 2.0 Cable: Compatible with most devices with USB 2.0 connectivity; 5% silver-plated copper material; solid-core conductors; carbon-based, 3-layer noise-dissipation system; braided cable"
DR420,Printer Accessories,PHOTO/COMMODITIES,Brother,12502626756,3459533,109.99,109.99,12000 Page - 1 Pack
ASW-USB3-25,Hard Drive Cables & Accessories,COMPUTERS,Apricorn,708326913003,3459621,39.99,22.99,"SATA - 2.50"" - USB - SATA"
10291,Utilities Software,COMPUTER SOFTWARE,Avanquest,18059102910,3487602,39.99,39.99,"Fix, speed up and keep your PC in great working condition"
SDCZ60-064G-A46,USB Flash Drives,DTS,SanDisk,619659075538,3495128,24.99,8.99,Compatible with PC and Mac; 64GB storage capacity; SanDisk SecureAccess software
NS-PU98635,USB Wi-Fi Adapters,ACCESSORIES,Insignia™,600603185700,3510527,24.99,24.99,Provides a wired Ethernet connection; compatible with PC and Mac laptops and Ultrabooks; supports 10/100/1000 Mbps networking speeds
WD5000LPLX,Internal Hard Drives,COMPUTERS,WD,718037829982,3530928,52.99,52.99,Serial ATA-600 interface; Advanced Format; S.M.A.R.T. technology; data transfer rates up to 600 MBps; 32MB cache buffer
43270-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202462399,3542074,69.99,67.99,"Compatible with most laptops with up to 17"" display; durable nylon material; padded laptop compartment; handle; shoulder strap"
43269-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202462382,3542108,69.99,69.99,"Fits most laptops up to 17""; ballistic fabric; padded laptop compartment; front stash pocket; padded, removable, adjustable shoulder strap; wrapped bale handles; SmartPocket"
43271-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202462405,3542171,39.99,39.99,"Fits most laptops up to 15.6""; ballistic fabric; padded laptop compartment; front stash pocket; padded, removable, adjustable shoulder strap; wrapped bale handles; SmartSleeve"
P-FD64GATT4-GE,USB Flash Drives,DTS,PNY,751492579290,3550656,14.99,14.99,Compatible with PC and Mac; USB 2.0 interface; integrated cap
EX7000-100NAS,Wi-Fi Extenders,COMPUTERS,NETGEAR,606449105582,3606023,139.99,139.99,Speeds up to 1900 Mbps; dual-core 1.0GHz processor; 700mW high-power amplifiers; 3 external antennas; FastLane technology; 5 Gigabit ports; Access Point mode; DLNA server
NS-PCY5MP9,Mouse & Wrist Pads,ACCESSORIES,Insignia™,600603163586,3640004,19.99,19.99,Double-sided design; nonslip feet; anodized-aluminum material; oversize surface area
CE505D,Printer Toner,PHOTO/COMMODITIES,HP,886111645091,3654351,179.99,179.99,"Yields up to 2,300 pagesCompatible with select HP Printers"
MD565LL/A,Laptop Chargers & Adapters,PHOTO/COMMODITIES,Apple,885909575725,3655007,79.99,79.99,Device Supported: NotebookMaximum Output Power: 60 WCompatibility: Apple MacBook Pro with 13-inch Retina DisplayLimited Warranty: 1 Year
NS-MST2B,Tablet Stylus Pens,COMPUTERS,Insignia™,600603166020,3695185,9.99,9.99,Compatible with most capacitive touch surfaces; soft tip
VS247HP,All Monitors,COMPUTERS,ASUS,610839380862,3706211,136.99,136.99,"2 ms response time; 50,000,000:1 contrast ratio; 300 cd/m&#178; brightness; 1920 x 1080 resolution; 170&#176; horizontal and 160&#176; vertical viewing angles; D-sub and DVI-D inputs; HDMI input"
C3700-100NAS,Modem & Router Combos,DTS,NETGEAR,606449099089,3707003,109.99,109.99,"Dual-Band N600 Router with 8 x 4 DOCSIS 3.0 Cable ModemSpeeds up to 340MbpsWorks with XFINITY from Comcast, Spectrum, Cox, Cablevision and moreWi-Fi Protected Access2 Gigabit Ethernet ports"
11020-1041,Laptop Bags & Cases,PHOTO/COMMODITIES,Samsonite,43202130182,3731562,139.99,139.99,"Fits most laptops with up to 15"" display; protective side-loading notebook compartment; large accessory pockets and accordion folder; gusseted pockets; 1680D ballistic nylon material; retractable, push-button locking handle; smooth-rolling in-line skate wheels"
4250400,Wired & USB Keyboards,COMPUTERS,Digital Innovations,659846425043,3736928,11.99,11.99,Compatible with PC; USB connectivity; 110 keys
MY232LL/A,iPad Pro,COMPUTERS,Apple,190199655607,3755015,799.99,799.99,Breaking the rules of computing. Your next computer is not a computer
MY252LL/A,iPad Pro,COMPUTERS,Apple,190199655881,3756005,799.99,799.99,Breaking the rules of computing. Your next computer is not a computer
DR310CL,Printer Accessories,PHOTO/COMMODITIES,Brother,12502625483,3760448,167.99,167.99,25000 Page - 1 Pack
RBP-117BLACK,Laptop Bags & Cases,PHOTO/COMMODITIES,Case Logic,85854222440,3764339,89.99,58.99,"CASE LOGIC Laptop Backpack: Fits most laptops with up to a 17.3"" display; nylon material; integrated pocket for Apple iPad or tablet; top-loading pocket; front compartment; middle compartment; streamlined design; strap-management system"
920-003070,Wireless & Bluetooth Keyboards,COMPUTERS,Logitech,97855074928,3764993,19.99,19.99,"Compatible with most Windows-based laptops; wireless USB connectivity; multitouch touchpad; sleek, low-profile keys"
MXDC2LL/A,iPad Pro,COMPUTERS,Apple,190199423206,3780001,899.99,899.99,Breaking the rules of computing. Your next computer is not a computer
MXDD2LL/A,iPad Pro,COMPUTERS,Apple,190199423480,3780029,899.99,899.99,Breaking the rules of computing. Your next computer is not a computer
T676XL120-S,Printer Ink,PHOTO/COMMODITIES,Epson,10343883352,3782668,41.99,41.99,"For use with WorkForce Pro WP-4020 ink jet, WP-4530 all-in-one and WP-4540 all-in-one printers; black ink; smudge-, fade- and water-resistant prints; for use with plain and glossy photo paper"
P-FD16GATT4-GE,USB Flash Drives,DTS,PNY,751492579276,3789011,7.99,7.99,Capless design with a sliding collar; integrated loop; matte housing; smoky translucent cap
VGA2HDU,Monitor & Video Cables,ACCESSORIES,StarTech.com,65030854962,3791028,60.99,45.99,Connects VGA to HDMI; USB powered; USB audio interface; up to 1920 x 1080 external resolution; 2 years warranty
MXDE2LL/A,iPad Pro,COMPUTERS,Apple,190199423763,3803006,1099.99,1099.99,Breaking the rules of computing. Your next computer is not a computer
MXDF2LL/A,iPad Pro,COMPUTERS,Apple,190199424043,3803015,1099.99,1099.99,Breaking the rules of computing. Your next computer is not a computer
MXDG2LL/A,iPad Pro,COMPUTERS,Apple,190199424326,3804005,1299.99,1299.99,Breaking the rules of computing. Your next computer is not a computer
MXDH2LL/A,iPad Pro,COMPUTERS,Apple,190199424609,3804014,1299.99,1299.99,Breaking the rules of computing. Your next computer is not a computer
MY2H2LL/A,iPad Pro,COMPUTERS,Apple,190199656208,3805004,999.99,999.99,Breaking the rules of computing. Your next computer is not a computer
USB3HDCAP,Game Capture Devices,ACCESSORIES,StarTech.com,65030855952,3805182,251.99,203.99,Compatible with almost any video sourceLive streaming1080p resolutionUSB 3.0 interfaceH.264 encodingWindows OS support
MY2J2LL/A,iPad Pro,COMPUTERS,Apple,190199656482,3813011,999.99,999.99,Breaking the rules of computing. Your next computer is not a computer
MXAT2LL/A,iPad Pro,COMPUTERS,Apple,190199416826,3814001,1099.99,1099.99,Breaking the rules of computing. Your next computer is not a computer
MXAU2LL/A,iPad Pro,COMPUTERS,Apple,190199417106,3814029,1099.99,1099.99,Breaking the rules of computing. Your next computer is not a computer
MXAV2LL/A,iPad Pro,COMPUTERS,Apple,190199417380,3814047,1299.99,1299.99,Breaking the rules of computing. Your next computer is not a computer
MXAW2LL/A,iPad Pro,COMPUTERS,Apple,190199417663,3814065,1299.99,1299.99,Breaking the rules of computing. Your next computer is not a computer
MXAX2LL/A,iPad Pro,COMPUTERS,Apple,190199417946,3814083,1499.99,1499.99,Breaking the rules of computing. Your next computer is not a computer
LGS108,Network Switches,COMPUTERS,Linksys,722868997871,3842019,37.99,37.99,Wired; connects up to 8 devices on a shared network; Gigabit speed; plug-and-play installation
VG2439SMH,All Monitors,COMPUTERS,ViewSonic,766907801910,3843018,169.99,169.99,"VIEWSONIC 23.6"" LED HD Monitor: 6.5 ms response time; 3000:1 contrast ratio; 250 nits brightness; 1920 x 1080 maximum resolution; DisplayPort, HDMI and VGA inputs"
VG2860MHL-4K,All Monitors,COMPUTERS,ViewSonic,766907774115,3843045,459.99,459.99,"VIEWSONIC 28"" LED 4K UHD Monitor: 2 ms response time; 1000:1 contrast ratio; 300 nits brightness; 4096 x 2160 maximum resolution; HDMI, MHL, DisplayPort, mini DisplayPort and DVI inputs"
MXAY2LL/A,iPad Pro,COMPUTERS,Apple,190199418226,3888002,1499.99,1499.99,Breaking the rules of computing. Your next computer is not a computer
SL-M2070FW,Black & White Laser Printers,COMPUTERS,Samsung,191628403189,3920307,179.99,179.99,4-in-1 functionalityWireless networkingPrint speeds up to 21 ISO ppm in black (Print speeds vary with use. See mfg. for info on print speeds.)150-sheet input tray
97470,Wireless & Bluetooth Mice,COMPUTERS,Verbatim,23942974703,3921715,25.8,14.99,Optical technology; 2.4GHz wireless technology
97540,Wireless & Bluetooth Mice,COMPUTERS,Verbatim,23942975403,3921742,25.8,14.99,Optical technology; 2.4GHz wireless technology
K72352US,Trackballs,COMPUTERS,Kensington,85896723523,3924758,59.99,42.99,Trackball design with laser sensorTouch scrollingAmbidextrous design2 programmable buttonsPC and Mac compatible
910-002486,Wireless & Bluetooth Mice,COMPUTERS,Logitech,97855076540,3925939,17.99,17.99,Laser - Wireless - Radio Frequency - Flame Red - USB - 1000 dpi - Computer - Scroll Wheel - 3 Button(s) - Symmetrical
910-002332,Wireless & Bluetooth Mice,COMPUTERS,Logitech,97855073891,3937934,17.99,17.99,Advanced optical tracking Micro-precise scrolling tilt wheel Contoured design Textured rubber grips 2.4GHz wireless technology Small Logitech Unifying receiver
910-002650,Wireless & Bluetooth Mice,COMPUTERS,Logitech,97855080592,3937943,17.99,17.99,Advanced optical tracking; microprecise scrolling; 3 buttons; USB interface
910-002651,Wireless & Bluetooth Mice,COMPUTERS,Logitech,97855080608,3937952,17.99,17.99,Advanced optical tracking Microprecise scrolling 3 buttons USB interface
LX1500GU,Battery Backup (UPS),ACCESSORIES,CyberPower,649532615537,3938817,159.99,159.99,"ENERGY STAR Certified
890 joules of protection; 10 surge-protected outlets; phone line protection; AVR (Automatic Voltage Regulation); Line Interactive topology; GreenPower UPS Bypass design; multifunction LCD"
LE1000DG,Battery Backup (UPS),ACCESSORIES,CyberPower,649532612536,3938835,109.99,109.99,1030 joules of protection; 12 surge-protected outlets; phone line protection; AVR (Automatic Voltage Regulation); Line Interactive and standby topologies; GreenPower UPS Bypass design; multifunction LCD
VNA-216BLACK/GRAY,Laptop Bags & Cases,PHOTO/COMMODITIES,Case Logic,85854212359,3958336,21.99,17.99,"CASE LOGIC Laptop Attache: Fits most laptops with up to a 16"" display; dobby nylon material; front pocket; USB drive pocket; shoulder strap; padded handle; luggage strap"
4479A226,Printer Ink,PHOTO/COMMODITIES,Canon,750845808278,3971107,16.99,16.99,Compatible with select Canon Printers
PRO117-4,Laptop Bags & Cases,PHOTO/COMMODITIES,solo New York,30918010600,3972007,24.99,24.99,"Fits most Ultrabook laptops with up to a 17.3"" display; polyester material; scratch-resistant lining; lightweight construction; checkpoint-friendly design"
UBN310-4,Laptop Bags & Cases,PHOTO/COMMODITIES,solo New York,30918010402,3972016,49.99,39.99,"Fits most laptops with up to a 15.6"" display; polyester and nylon materials; padded laptop compartment; zippered front pockets; zip-down front organizer; padded backpack straps; removable shoulder strap"
CR666A,Photo-Quality Paper,PHOTO/COMMODITIES,HP,886111138814,3977112,17.99,15.99,"Compatible with HP printers and most inkjet printers; designed for photo printing; 4"" x 6"" photo paper; 100 sheets; water-resistant; smudge-resistant; porous instant-dry image coating; enhanced thickness"
EC850LCD,Battery Backup (UPS),ACCESSORIES,CyberPower,649532607600,3986012,93.99,93.99,526-joule protection rating; 12 surge-protected outlets; data line protection; EMI/RFI noise filter; multifunctional LCD panel; GreenPower UPS technology; PowerPanel personal software
EC750G,Battery Backup (UPS),ACCESSORIES,CyberPower,649532607587,3986021,88.99,86.99,526-joule protection rating; 12 surge-protected outlets; data line protection; EMI/RFI noise filter; GreenPower UPS technology; PowerPanel personal software
OR1500LCDRT2U,Battery Backup (UPS),ACCESSORIES,CyberPower,649532610044,3986058,399.99,399.99,1500VA/900W - 6 Minute Full Load - 8 x NEMA 5-15R - Battery/Surge-protected
EX6150-100NAS,Wi-Fi Extenders,COMPUTERS,NETGEAR,606449105056,3993445,109.99,109.99,Up to 1200 Mbps data transfer rates; WPA/WPA2-PSK (Wi-Fi Protected Access) and WEP security; FastLane technology; external antennas; 2 Wi-Fi modes; Gigabit Ethernet port
PL1200-100PAS,Network Switches,COMPUTERS,NETGEAR,606449106787,4002029,84.99,84.99,"Data transfer speeds up to 1200 Mbps; 10/100/1000 Gigabit Ethernet; coverage up to 5,832 sq. ft.; plug-and-play design; one-touch encryption; MIMO with beamforming"
CN047AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609703,4017043,34.99,34.99,"Yields up to 1,500 pagesCompatible with select HP Printers"
CN046AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609697,4017052,34.99,34.99,"Yields up to 1,500 pagesCompatible with select HP Printers"
CN048AN#140,Printer Ink,PHOTO/COMMODITIES,HP,886111609710,4017089,34.99,34.99,"Yields up to 1,500 pagesCompatible with select HP Printers"
65-090-04,USB Cables & Adapters,MAGNOLIA HOME THEATR,AudioQuest,92592086661,4022054,599.95,599.95,"Compatible with most computer-based audio systems; silver-plated, long-grain copper material; solid core conductors"
65-090-12,USB Cables & Adapters,MAGNOLIA HOME THEATR,AudioQuest,92592086647,4022249,369.95,369.95,Compatible with most computer-based audio systems; silver conductors; solid core conductors
65-091-12,USB Cables & Adapters,MAGNOLIA HOME THEATR,AudioQuest,92592086685,4022442,649.95,649.95,Compatible with most computer-based audio systems; silver conductors; solid core conductors
65-090-13,USB Cables & Adapters,MAGNOLIA HOME THEATR,AudioQuest,92592086654,4022521,449.95,449.95,"Compatible with most computer-based audio systems; silver-plated, long-grain copper material; solid core conductors"
DS-10U,All Monitors,COMPUTERS,DoubleSight,816220001457,4025028,151.99,151.99,"DOUBLESIGHT 10.1"" LCD HD Monitor: 16 ms response time; 500:1 contrast ratio; 200 nits brightness; 1024 x 600 maximum resolution; USB 2.0 port; landscape and portrait modes; ideal for use as an additional display; Mac and PC compatible"
JUH470,USB Hubs,ACCESSORIES,j5create,847626000492,4054106,34.99,34.99,Gigabit Ethernet connectivity; USB ports; speedy data transfers; compatible with Mac and PC
NS-PWLC663,Laptop Chargers & Adapters,PHOTO/COMMODITIES,Insignia™,600603188114,4062039,64.99,34.99,Compatible with select ultrabooks; 19V output; overload protection
GA-7343-06F00,Laptop Bags & Cases,PHOTO/COMMODITIES,Wenger,92837734364,4080202,69.99,69.99,Polyester
0G03674-1,External Hard Drives,COMPUTERS,G-DRIVE,705487196542,4085256,249.99,199.95,USB 3.0 interface; backward compatible with USB 2.0; Apple&#174; Time Machine&#174;-ready; data transfer rates up to 226MB/sec.
FS108NA,Network Switches,COMPUTERS,NETGEAR,606449003208,4121872,59.99,59.99,8 x 10/100Base-TX
LAPS-117,Laptop Bags & Cases,PHOTO/COMMODITIES,Case Logic,85854221801,4126483,29.99,29.99,"CASE LOGIC Laptop Sleeve: Fits most laptops with a 17"" - 17.3"" display; EVA Impact Foam padding; slimline design"
CE390X,Printer Toner,PHOTO/COMMODITIES,HP,884962517765,4141712,321.99,321.99,"Yields up to 24,000 pagesCompatible with select HP LaserJet Enterprise Printers"
HD-LX1.0TU3,External Hard Drives,COMPUTERS,Buffalo Technology,747464123509,4164003,89.99,71.99,USB 3.0/2.0 interface; scheduled backup capability; hardware encryption; Buffalo Tools utility software; data transfer rates up to 5 Gbps via USB 3.0
HD-LX2.0TU3,External Hard Drives,COMPUTERS,Buffalo Technology,747464123516,4164012,104.99,87.99,USB 3.0/2.0 interface; scheduled backup capability; hardware encryption; Buffalo Tools utility software support; data transfer rates up to 5 Gbps via USB 3.0
HD-LX3.0TU3,External Hard Drives,COMPUTERS,Buffalo Technology,747464123523,4164021,109.99,93.99,Serial ATA and USB 3.0/2.0 interfaces; scheduled backup capability; hardware encryption; data transfer rates up to 5 Gbps via USB 3.0
